,ort,plz,bundesland,latitude,longitude,demand
0,Aachen,52062,Nordrhein-Westfalen,50.7761739,6.0858482547709825,298
1,Aachen,52064,Nordrhein-Westfalen,50.7695473,6.080324693416921,180
2,Aachen,52066,Nordrhein-Westfalen,50.7583177,6.10256117636813,226
3,Aachen,52068,Nordrhein-Westfalen,50.7800736,6.121385586997584,224
4,Aachen,52070,Nordrhein-Westfalen,50.79106955,6.096156215124258,206
5,Aachen,52072,Nordrhein-Westfalen,50.81768295000001,6.047361916065008,226
6,Aachen,52074,Nordrhein-Westfalen,50.76623035,6.041953856160451,228
7,Aachen,52076,Nordrhein-Westfalen,50.7118938,6.164828723917756,219
8,Aachen,52078,Nordrhein-Westfalen,50.758924500000006,6.169006003068397,292
9,Aachen,52080,Nordrhein-Westfalen,50.7846311,6.160786974879325,193
10,Ahaus,48683,Nordrhein-Westfalen,52.1476162,6.916871867987983,293
11,Ahlen,59227,Nordrhein-Westfalen,51.75943384999999,7.8755680355878175,202
12,Ahlen,59229,Nordrhein-Westfalen,51.70782615,7.92341596224309,232
13,Aldenhoven,52457,Nordrhein-Westfalen,50.88471325,6.271715695786803,263
14,Alfter,53347,Nordrhein-Westfalen,50.70224315,6.995519249988379,227
15,Alpen,46519,Nordrhein-Westfalen,51.59325705000001,6.482416064779099,267
16,Alsdorf,52477,Nordrhein-Westfalen,50.87491315,6.144776602311811,213
17,Altena,58762,Nordrhein-Westfalen,51.27817035,7.668831087558672,200
18,Altenbeken,33184,Nordrhein-Westfalen,51.71863635,8.9356842125,170
19,Altenberge,48341,Nordrhein-Westfalen,52.03633935,7.447240369563758,173
20,Anröchte,59609,Nordrhein-Westfalen,51.55013220000001,8.295225271020403,221
21,Arnsberg,59755,Nordrhein-Westfalen,51.4540753,7.968162161012242,176
22,Arnsberg,59757,Nordrhein-Westfalen,51.45481115,7.9465899594161655,285
23,Arnsberg,59759,Nordrhein-Westfalen,51.4393343,7.974716024073729,248
24,Arnsberg,59821,Nordrhein-Westfalen,51.40119225,8.056129357491532,218
25,Arnsberg,59823,Nordrhein-Westfalen,51.40399925,8.14368233469542,241
26,Ascheberg,59387,Nordrhein-Westfalen,51.73963225,7.66235568336817,298
27,Attendorn,57439,Nordrhein-Westfalen,51.1084318,7.832937150060606,161
28,Augustdorf,32832,Nordrhein-Westfalen,51.8980278,8.76556386509434,194
29,Bad Berleburg,57319,Nordrhein-Westfalen,51.05711135,8.514589973117978,261
30,Bad Driburg,33014,Nordrhein-Westfalen,51.6774771,8.995625450000002,217
31,Bad Honnef,53604,Nordrhein-Westfalen,50.6415735,7.233993462641315,189
32,Bad Laasphe,57334,Nordrhein-Westfalen,50.9526569,8.277526112806282,234
33,Bad Lippspringe,33175,Nordrhein-Westfalen,51.7985829,8.846852900000002,256
34,Bad Münstereifel,53902,Nordrhein-Westfalen,50.5316133,6.8141973057963945,270
35,Bad Oeynhausen,32545,Nordrhein-Westfalen,52.20687125,8.800114537141226,200
36,Bad Oeynhausen,32547,Nordrhein-Westfalen,52.198308700000005,8.805360949421965,216
37,Bad Oeynhausen,32549,Nordrhein-Westfalen,52.217735499999996,8.783919099999999,218
38,Bad Salzuflen,32105,Nordrhein-Westfalen,52.086037299999994,8.76205862315609,224
39,Bad Salzuflen,32107,Nordrhein-Westfalen,52.0625345,8.731057227249224,227
40,Bad Salzuflen,32108,Nordrhein-Westfalen,52.0756166,8.792051968298896,208
41,Bad Sassendorf,59505,Nordrhein-Westfalen,51.583161499999996,8.17946443830347,284
42,Bad Wünnenberg,33181,Nordrhein-Westfalen,51.5230906,8.706975899999998,224
43,Baesweiler,52499,Nordrhein-Westfalen,50.91752165,6.187242640938535,165
44,Balve,58802,Nordrhein-Westfalen,51.34378765,7.857238646142116,157
45,Barntrup,32683,Nordrhein-Westfalen,52.0091104,9.141888712009864,222
46,Beckum,59269,Nordrhein-Westfalen,51.7583172,8.057965990175882,220
47,Bedburg,50181,Nordrhein-Westfalen,50.9816144,6.569816490405176,224
48,Bedburg-Hau,47551,Nordrhein-Westfalen,51.762480200000006,6.193293566076165,196
49,Beelen,48361,Nordrhein-Westfalen,51.9332419,8.112424397352076,247
50,Bergheim,50126,Nordrhein-Westfalen,50.95305055,6.646339282898875,279
51,Bergheim,50127,Nordrhein-Westfalen,50.93488565,6.676810750613104,247
52,Bergheim,50129,Nordrhein-Westfalen,51.00321875,6.671336318001865,193
53,Bergisch Gladbach,51427,Nordrhein-Westfalen,50.9559617,7.116725938290332,218
54,Bergisch Gladbach,51429,Nordrhein-Westfalen,50.96723665,7.152546963783475,276
55,Bergisch Gladbach,51465,Nordrhein-Westfalen,50.99220825,7.128719477845457,261
56,Bergisch Gladbach,51467,Nordrhein-Westfalen,51.0201255,7.071655160851077,239
57,Bergisch Gladbach,51469,Nordrhein-Westfalen,50.99559445,7.112263419190872,204
58,Bergkamen,59192,Nordrhein-Westfalen,51.610817,7.5960712,268
59,Bergneustadt,51702,Nordrhein-Westfalen,51.02616765000001,7.638536181631387,287
60,Bestwig,59909,Nordrhein-Westfalen,51.33472195,8.388540521860225,163
61,Beverungen,37688,Nordrhein-Westfalen,51.6742588,9.33448514562013,237
62,Bielefeld,33602,Nordrhein-Westfalen,52.029161,8.533566002575757,256
63,Bielefeld,33604,Nordrhein-Westfalen,52.00404665,8.54809313357045,273
64,Bielefeld,33605,Nordrhein-Westfalen,51.99688845,8.581537031270965,270
65,Bielefeld,33607,Nordrhein-Westfalen,52.0218704,8.564058186464198,249
66,Bielefeld,33609,Nordrhein-Westfalen,52.0427502,8.578812496331878,261
67,Bielefeld,33611,Nordrhein-Westfalen,52.0486556,8.548420512356312,288
68,Bielefeld,33613,Nordrhein-Westfalen,52.043921999999995,8.518047164288344,263
69,Bielefeld,33615,Nordrhein-Westfalen,52.03492875000001,8.502116704163655,188
70,Bielefeld,33617,Nordrhein-Westfalen,52.00732905,8.525321264054242,168
71,Bielefeld,33619,Nordrhein-Westfalen,52.04078855,8.45764780404205,292
72,Bielefeld,33647,Nordrhein-Westfalen,51.97664795,8.512550928948253,177
73,Bielefeld,33649,Nordrhein-Westfalen,51.98127279999999,8.463193716222264,266
74,Bielefeld,33659,Nordrhein-Westfalen,51.951851299999994,8.523137990255837,222
75,Bielefeld,33689,Nordrhein-Westfalen,51.943581200000004,8.591817603818864,288
76,Bielefeld,33699,Nordrhein-Westfalen,51.98901915,8.625979679674785,258
77,Bielefeld,33719,Nordrhein-Westfalen,52.02377875000001,8.615757188538174,193
78,Bielefeld,33729,Nordrhein-Westfalen,52.0622726,8.598218803430079,252
79,Bielefeld,33739,Nordrhein-Westfalen,52.086919099999996,8.513017861534424,293
80,Billerbeck,48727,Nordrhein-Westfalen,51.9801092,7.283204837467906,224
81,Blankenheim,53945,Nordrhein-Westfalen,50.4034155,6.690340810083313,207
82,Blomberg,32825,Nordrhein-Westfalen,51.94715653791786,9.066413579154506,162
83,Bocholt,46395,Nordrhein-Westfalen,51.81390380000001,6.559366675460336,280
84,Bocholt,46397,Nordrhein-Westfalen,51.87049765,6.651533892264244,190
85,Bocholt,46399,Nordrhein-Westfalen,51.87671645,6.592175998455256,161
86,Bochum,44787,Nordrhein-Westfalen,51.48061895,7.220006291154673,245
87,Bochum,44789,Nordrhein-Westfalen,51.46809605,7.220292986881363,278
88,Bochum,44791,Nordrhein-Westfalen,51.4900436,7.2484214601177195,180
89,Bochum,44793,Nordrhein-Westfalen,51.4870765,7.178170516636717,178
90,Bochum,44795,Nordrhein-Westfalen,51.45296625,7.199473259162907,250
91,Bochum,44797,Nordrhein-Westfalen,51.42450995,7.24596245576923,262
92,Bochum,44799,Nordrhein-Westfalen,51.45302279999999,7.231800696929604,184
93,Bochum,44801,Nordrhein-Westfalen,51.4436028,7.274748198445254,293
94,Bochum,44803,Nordrhein-Westfalen,51.46905865,7.26196768062955,242
95,Bochum,44805,Nordrhein-Westfalen,51.51257985,7.276808805454063,249
96,Bochum,44807,Nordrhein-Westfalen,51.50820015,7.223999472511978,294
97,Bochum,44809,Nordrhein-Westfalen,51.50129329999999,7.2005636395908805,166
98,Bochum,44866,Nordrhein-Westfalen,51.480799600000005,7.133224873383805,150
99,Bochum,44867,Nordrhein-Westfalen,51.464434000000004,7.132591773194215,198
100,Bochum,44869,Nordrhein-Westfalen,51.45271895,7.159453136968695,229
101,Bochum,44879,Nordrhein-Westfalen,51.42873405,7.1538248488040495,213
102,Bochum,44892,Nordrhein-Westfalen,51.470012700000005,7.322553166797959,178
103,Bochum,44894,Nordrhein-Westfalen,51.48692785,7.314199580597815,228
104,Bönen,59199,Nordrhein-Westfalen,51.59647395,7.748472116212745,238
105,Bonn,53111,Nordrhein-Westfalen,50.74572965,7.094089165017582,158
106,Bonn,53113,Nordrhein-Westfalen,50.72411995,7.10303472765805,183
107,Bonn,53115,Nordrhein-Westfalen,50.7227303,7.0848061777978755,286
108,Bonn,53117,Nordrhein-Westfalen,50.75466135,7.07383031454408,273
109,Bonn,53119,Nordrhein-Westfalen,50.746578,7.03889785,215
110,Bonn,53121,Nordrhein-Westfalen,50.73293545,7.047708404878684,208
111,Bonn,53123,Nordrhein-Westfalen,50.707829200000006,7.057586916935098,167
112,Bonn,53125,Nordrhein-Westfalen,50.69757645,7.060109534916843,254
113,Bonn,53127,Nordrhein-Westfalen,50.70774215,7.090751835077281,161
114,Bonn,53129,Nordrhein-Westfalen,50.70544285,7.113838820410308,283
115,Bonn,53173,Nordrhein-Westfalen,50.69286995,7.16651340268618,160
116,Bonn,53175,Nordrhein-Westfalen,50.69135595,7.135944900000001,299
117,Bonn,53177,Nordrhein-Westfalen,50.66447545,7.160158136973728,266
118,Bonn,53179,Nordrhein-Westfalen,50.6679249,7.184529974071247,193
119,Bonn,53225,Nordrhein-Westfalen,50.73730465,7.11673897043355,163
120,Bonn,53227,Nordrhein-Westfalen,50.7235002,7.15801668905573,179
121,Bonn,53229,Nordrhein-Westfalen,50.74270975,7.1267426422413775,159
122,Borchen,33178,Nordrhein-Westfalen,51.64555285,8.711352442523713,242
123,Borgentreich,34434,Nordrhein-Westfalen,51.5347156,9.282035058076536,180
124,Borgholzhausen,33829,Nordrhein-Westfalen,52.08991105,8.275683329571184,282
125,Borken,46325,Nordrhein-Westfalen,51.8431909,6.848534688227852,289
126,Bornheim,53332,Nordrhein-Westfalen,50.76199195,6.9556922531443925,235
127,Bottrop,46236,Nordrhein-Westfalen,51.5186447,6.916444400349668,251
128,Bottrop,46238,Nordrhein-Westfalen,51.5160435,6.955662449961655,178
129,Bottrop,46240,Nordrhein-Westfalen,51.5445921,6.938553609286253,253
130,Bottrop,46242,Nordrhein-Westfalen,51.5259408,6.899931431653073,153
131,Bottrop,46244,Nordrhein-Westfalen,51.59724405,6.915039901039321,259
132,Brakel,33034,Nordrhein-Westfalen,51.7278151,9.188248891959036,165
133,Breckerfeld,58339,Nordrhein-Westfalen,51.26419009999999,7.414333759872972,179
134,Brilon,59929,Nordrhein-Westfalen,51.3771817,8.633370130664883,155
135,Brüggen,41379,Nordrhein-Westfalen,51.26755695,6.172218472332577,157
136,Brühl,50321,Nordrhein-Westfalen,50.8206836,6.894659164086724,250
137,Bünde,32257,Nordrhein-Westfalen,52.19344825,8.585596332548343,193
138,Burbach,57299,Nordrhein-Westfalen,50.74105985,8.091160228760401,225
139,Büren,33142,Nordrhein-Westfalen,51.60740985,8.61285174609902,213
140,Burscheid,51399,Nordrhein-Westfalen,51.0918585,7.1183016857093575,208
141,Castrop-Rauxel,44575,Nordrhein-Westfalen,51.54923405,7.306269249999992,268
142,Castrop-Rauxel,44577,Nordrhein-Westfalen,51.52336635,7.325706070221545,288
143,Castrop-Rauxel,44579,Nordrhein-Westfalen,51.57410760000001,7.282982118427963,152
144,Castrop-Rauxel,44581,Nordrhein-Westfalen,51.58737515,7.3403617,188
145,Coesfeld,48653,Nordrhein-Westfalen,51.93823155,7.184607026209804,259
146,Dahlem,53949,Nordrhein-Westfalen,50.38913355,6.504344592266402,188
147,Datteln,45711,Nordrhein-Westfalen,51.6249174,7.288749432542032,264
148,Delbrück,33129,Nordrhein-Westfalen,51.752342799999994,8.55413445,254
149,Detmold,32756,Nordrhein-Westfalen,51.934457,8.851779308893104,208
150,Detmold,32758,Nordrhein-Westfalen,51.94436835,8.865178749999998,244
151,Detmold,32760,Nordrhein-Westfalen,51.91521615,8.870230741254638,290
152,Dinslaken,46535,Nordrhein-Westfalen,51.56304900000001,6.71441440000001,281
153,Dinslaken,46537,Nordrhein-Westfalen,51.57223135,6.734343795577017,290
154,Dinslaken,46539,Nordrhein-Westfalen,51.55770560000001,6.800096680624559,179
155,Dörentrup,32694,Nordrhein-Westfalen,52.0370581,9.033107094736613,272
156,Dormagen,41539,Nordrhein-Westfalen,51.10270185,6.816367469876784,234
157,Dormagen,41540,Nordrhein-Westfalen,51.07799985,6.799218705914277,272
158,Dormagen,41541,Nordrhein-Westfalen,51.13506985,6.8232104859153875,184
159,Dormagen,41542,Nordrhein-Westfalen,51.1274148,6.783070651472857,297
160,Dorsten,46282,Nordrhein-Westfalen,51.64731095,6.971983316474758,265
161,Dorsten,46284,Nordrhein-Westfalen,51.67886665,7.015532739043445,208
162,Dorsten,46286,Nordrhein-Westfalen,51.76130070000001,6.9554070529688135,190
163,Dortmund,44135,Nordrhein-Westfalen,51.51389575,7.477272295596865,268
164,Dortmund,44137,Nordrhein-Westfalen,51.5081641,7.447996469332643,200
165,Dortmund,44139,Nordrhein-Westfalen,51.4970672,7.458235514913269,203
166,Dortmund,44141,Nordrhein-Westfalen,51.5038898,7.4993739176851415,205
167,Dortmund,44143,Nordrhein-Westfalen,51.51966975000001,7.506569171633772,286
168,Dortmund,44145,Nordrhein-Westfalen,51.5328942,7.484637044708263,261
169,Dortmund,44147,Nordrhein-Westfalen,51.5253622,7.442204875984371,279
170,Dortmund,44149,Nordrhein-Westfalen,51.5001803,7.414470755075609,246
171,Dortmund,44225,Nordrhein-Westfalen,51.47862195,7.450535102572992,186
172,Dortmund,44227,Nordrhein-Westfalen,51.46467605,7.415219065857367,296
173,Dortmund,44229,Nordrhein-Westfalen,51.45124815,7.4593715943599985,256
174,Dortmund,44263,Nordrhein-Westfalen,51.4876154,7.497865003856437,269
175,Dortmund,44265,Nordrhein-Westfalen,51.4498508,7.495981811122682,276
176,Dortmund,44267,Nordrhein-Westfalen,51.455419,7.5247054113548435,209
177,Dortmund,44269,Nordrhein-Westfalen,51.4956831,7.535318058125543,199
178,Dortmund,44287,Nordrhein-Westfalen,51.47942885,7.557218936543522,216
179,Dortmund,44289,Nordrhein-Westfalen,51.49320675,7.587655573852402,197
180,Dortmund,44309,Nordrhein-Westfalen,51.53948685,7.562224249999997,247
181,Dortmund,44319,Nordrhein-Westfalen,51.538682057278,7.600847015749722,182
182,Dortmund,44328,Nordrhein-Westfalen,51.5461325,7.532897538752698,158
183,Dortmund,44329,Nordrhein-Westfalen,51.5602764,7.520506182721225,265
184,Dortmund,44339,Nordrhein-Westfalen,51.54759835,7.463767314728483,280
185,Dortmund,44357,Nordrhein-Westfalen,51.56262115,7.372195549999998,223
186,Dortmund,44359,Nordrhein-Westfalen,51.56799985,7.39140305,299
187,Dortmund,44369,Nordrhein-Westfalen,51.5334945,7.398517445451249,265
188,Dortmund,44379,Nordrhein-Westfalen,51.5160972,7.372940082237847,283
189,Dortmund,44388,Nordrhein-Westfalen,51.5196378,7.319129035996581,257
190,Drensteinfurt,48317,Nordrhein-Westfalen,51.80108015,7.7435731171430495,245
191,Drolshagen,57489,Nordrhein-Westfalen,51.04320465,7.7418957860905095,201
192,Duisburg,47051,Nordrhein-Westfalen,51.42904515,6.768920700724887,154
193,Duisburg,47053,Nordrhein-Westfalen,51.42130355000001,6.750247389077171,229
194,Duisburg,47055,Nordrhein-Westfalen,51.402333899999995,6.773165744578531,226
195,Duisburg,47057,Nordrhein-Westfalen,51.41523460000001,6.794584863415968,204
196,Duisburg,47058,Nordrhein-Westfalen,51.44123885000001,6.795973635769709,260
197,Duisburg,47059,Nordrhein-Westfalen,51.43130825,6.74656678269778,200
198,Duisburg,47119,Nordrhein-Westfalen,51.45776600000001,6.7358415295493455,156
199,Duisburg,47137,Nordrhein-Westfalen,51.4714791,6.766989004585848,167
200,Duisburg,47138,Nordrhein-Westfalen,51.4665851,6.8001763294576465,185
201,Duisburg,47139,Nordrhein-Westfalen,51.4814315,6.7174398828100665,258
202,Duisburg,47166,Nordrhein-Westfalen,51.4923578,6.751044122762708,264
203,Duisburg,47167,Nordrhein-Westfalen,51.50138625,6.8024681099918265,162
204,Duisburg,47169,Nordrhein-Westfalen,51.5143392,6.762317163170633,257
205,Duisburg,47178,Nordrhein-Westfalen,51.540285961981155,6.722670038498866,247
206,Duisburg,47179,Nordrhein-Westfalen,51.52150475,6.741807718636952,238
207,Duisburg,47198,Nordrhein-Westfalen,51.4513181,6.699330581478133,274
208,Duisburg,47199,Nordrhein-Westfalen,51.49248975,6.678900168214582,198
209,Duisburg,47226,Nordrhein-Westfalen,51.4051528,6.717577191774519,281
210,Duisburg,47228,Nordrhein-Westfalen,51.4121598,6.67939695,182
211,Duisburg,47229,Nordrhein-Westfalen,51.3929409,6.719825534180667,232
212,Duisburg,47239,Nordrhein-Westfalen,51.397499545122045,6.657952402546775,174
213,Duisburg,47249,Nordrhein-Westfalen,51.3829895,6.738887163234726,266
214,Duisburg,47259,Nordrhein-Westfalen,51.35216705000001,6.71937560466163,195
215,Duisburg,47269,Nordrhein-Westfalen,51.3621564,6.797770365479621,296
216,Duisburg,47279,Nordrhein-Westfalen,51.38518079999999,6.8009793029009895,221
217,Dülmen,48249,Nordrhein-Westfalen,51.814746899999996,7.286007668541764,266
218,Düren,52349,Nordrhein-Westfalen,50.799646700000004,6.466658992689656,159
219,Düren,52351,Nordrhein-Westfalen,50.7892443,6.512434046558932,261
220,Düren,52353,Nordrhein-Westfalen,50.82160375,6.470012943012883,254
221,Düren,52355,Nordrhein-Westfalen,50.769550200000005,6.473260996393237,153
222,Düsseldorf,40210,Nordrhein-Westfalen,51.2214073,6.790236441198005,239
223,Düsseldorf,40211,Nordrhein-Westfalen,51.23040675,6.79257476682186,266
224,Düsseldorf,40212,Nordrhein-Westfalen,51.223681899999995,6.781103441866756,153
225,Düsseldorf,40213,Nordrhein-Westfalen,51.21883285,6.776530197222222,191
226,Düsseldorf,40215,Nordrhein-Westfalen,51.214772,6.785200376922719,266
227,Düsseldorf,40217,Nordrhein-Westfalen,51.213120399999994,6.774468959322262,286
228,Düsseldorf,40219,Nordrhein-Westfalen,51.21377225000001,6.761259910673933,224
229,Düsseldorf,40221,Nordrhein-Westfalen,51.20509129999999,6.747301442649994,284
230,Düsseldorf,40223,Nordrhein-Westfalen,51.1966518,6.772220283233301,165
231,Düsseldorf,40225,Nordrhein-Westfalen,51.19524065,6.793096558889756,232
232,Düsseldorf,40227,Nordrhein-Westfalen,51.21185245,6.803743041475098,155
233,Düsseldorf,40229,Nordrhein-Westfalen,51.19868335,6.840806712480272,277
234,Düsseldorf,40231,Nordrhein-Westfalen,51.21234320000001,6.829858040475455,188
235,Düsseldorf,40233,Nordrhein-Westfalen,51.22123945,6.813736096773572,297
236,Düsseldorf,40235,Nordrhein-Westfalen,51.2337177,6.825832361464531,249
237,Düsseldorf,40237,Nordrhein-Westfalen,51.2380348,6.810505541206896,176
238,Düsseldorf,40239,Nordrhein-Westfalen,51.2442274,6.804606861894325,196
239,Düsseldorf,40468,Nordrhein-Westfalen,51.26984145,6.772588351201518,230
240,Düsseldorf,40470,Nordrhein-Westfalen,51.25378595,6.807852393984892,222
241,Düsseldorf,40472,Nordrhein-Westfalen,51.2712893,6.8267149793639925,253
242,Düsseldorf,40474,Nordrhein-Westfalen,51.26989765,6.727197459322639,241
243,Düsseldorf,40476,Nordrhein-Westfalen,51.24775355,6.7831089346743365,165
244,Düsseldorf,40477,Nordrhein-Westfalen,51.2387222,6.7854166548444725,263
245,Düsseldorf,40479,Nordrhein-Westfalen,51.23378935,6.77941938385185,243
246,Düsseldorf,40489,Nordrhein-Westfalen,51.31942975,6.775137507878991,247
247,Düsseldorf,40545,Nordrhein-Westfalen,51.2279685,6.753544735081722,158
248,Düsseldorf,40547,Nordrhein-Westfalen,51.24425095,6.73994326766416,165
249,Düsseldorf,40549,Nordrhein-Westfalen,51.2344701,6.721151192227048,165
250,Düsseldorf,40589,Nordrhein-Westfalen,51.17271225,6.80910615,269
251,Düsseldorf,40591,Nordrhein-Westfalen,51.192607,6.8212349356638295,190
252,Düsseldorf,40593,Nordrhein-Westfalen,51.1433685,6.8652558699390696,234
253,Düsseldorf,40595,Nordrhein-Westfalen,51.1416527,6.902295981531847,273
254,Düsseldorf,40597,Nordrhein-Westfalen,51.16550045,6.876422537580368,272
255,Düsseldorf,40599,Nordrhein-Westfalen,51.179694399999995,6.8725057346313765,247
256,Düsseldorf,40625,Nordrhein-Westfalen,51.23292115,6.852890770161254,156
257,Düsseldorf,40627,Nordrhein-Westfalen,51.2053644,6.878090835090557,171
258,Düsseldorf,40629,Nordrhein-Westfalen,51.25490485,6.884746944496003,283
259,Düsseldorf,40721,Nordrhein-Westfalen,51.1734657,6.9366197881034495,156
260,Eitorf,53783,Nordrhein-Westfalen,50.765390000000004,7.4036424000000025,166
261,Elsdorf,50189,Nordrhein-Westfalen,50.93419075,6.562885598438715,237
262,Emmerich am Rhein,46446,Nordrhein-Westfalen,51.82714105,6.2784014,278
263,Emsdetten,48282,Nordrhein-Westfalen,52.1795343,7.4964810757491955,292
264,Engelskirchen,51766,Nordrhein-Westfalen,50.9940514,7.478771178928047,152
265,Enger,32130,Nordrhein-Westfalen,52.11775465,8.543066795712809,257
266,Ennepetal,58256,Nordrhein-Westfalen,51.291002950000006,7.317073401705878,289
267,Ennigerloh,59320,Nordrhein-Westfalen,51.835663200000006,8.032139813006058,198
268,Ense,59469,Nordrhein-Westfalen,51.50203355,7.970380789704771,208
269,Erftstadt,50374,Nordrhein-Westfalen,50.79365255,6.775546415388894,230
270,Erkelenz,41812,Nordrhein-Westfalen,51.060461,6.382827149097087,173
271,Erkrath,40699,Nordrhein-Westfalen,51.228980299999996,6.9101549,222
272,Erndtebrück,57339,Nordrhein-Westfalen,50.9915175,8.257600913962591,179
273,Erwitte,59597,Nordrhein-Westfalen,51.609652000000004,8.317349434639366,284
274,Eschweiler,52249,Nordrhein-Westfalen,50.83130285,6.268675713215865,195
275,Eslohe,59889,Nordrhein-Westfalen,51.23134095,8.133751466180872,289
276,Espelkamp,32339,Nordrhein-Westfalen,52.37311645,8.634137253915846,264
277,Essen,45127,Nordrhein-Westfalen,51.4574619,7.010343524782745,223
278,Essen,45128,Nordrhein-Westfalen,51.44549405,7.013180307943294,165
279,Essen,45130,Nordrhein-Westfalen,51.437808399999994,7.0151002016806725,296
280,Essen,45131,Nordrhein-Westfalen,51.42886435,7.002738296715312,260
281,Essen,45133,Nordrhein-Westfalen,51.38365835000001,6.963895904561053,171
282,Essen,45134,Nordrhein-Westfalen,51.424564399999994,7.033606270221329,216
283,Essen,45136,Nordrhein-Westfalen,51.4368472,7.041542117614815,259
284,Essen,45138,Nordrhein-Westfalen,51.44806989999999,7.040787063577024,231
285,Essen,45139,Nordrhein-Westfalen,51.4668719,7.0477791756862755,170
286,Essen,45141,Nordrhein-Westfalen,51.47765855,7.035230389057875,203
287,Essen,45143,Nordrhein-Westfalen,51.46761315000001,6.968943187500505,167
288,Essen,45144,Nordrhein-Westfalen,51.4523081,6.969896574016593,173
289,Essen,45145,Nordrhein-Westfalen,51.44662520000001,6.975983309491623,278
290,Essen,45147,Nordrhein-Westfalen,51.43899999999999,6.978437988155272,296
